,호텔이름,평점,후기
139,호텔 다빈,10.0,한옥마을이랑 가까워서 좋았어요. 근데 차도랑 너무 가까워서 창문 열면 좀 시끄러워요. 그치만 나머지가 다 좋아서 재방문 할 것 같아요.
140,호텔 다빈,10.0,"5개월아기와 함께 가족여행이었어요. 방 매우 깨끗했고, 칫솔치약등 목욕용품이 모두 있어서 편리했어요. (폼클렌징은 없었음) 새것처럼 느껴지는 느낌. 이불 포근하고 깨끗. 옥상에는 뭐 없었어요. 호텔 위치 너무 좋아요. 한옥마을과 야시장 편하게 다녀왔어요. 전주또가면 호텔 여기 또 갈것같아요. 프론트에서 밴드빌려주셔서 감사했어요."
141,호텔 다빈,8.0,"깨끗하고 주차 편리하고,,좋았습니다. 한가지 흠은 비데가 작동을 안하네요... 작동할 듯 소리만 나다가 안되요...ㅠㅠ"
142,호텔 다빈,10.0,"룸컨디션도 좋았고 직원들도 친절하고 상냥하셨어요. 신축건물이라 깨끗한 느낌이었습니다. 저희는 차두고 걸어다녔는데 주변 한옥마을, 남부시장, 중앙시장, 영화거리 등등 다니기 좋았어요. 다시 전주에 간다면 꼭 이곳에 묵을거예요:)"
143,호텔 다빈,8.0,한옥마을 바로 옆이고 전반적으로 위치가 굉장히 좋아요. 깨끗한것도 마음에 들고.. 다만 저희만 그런건지는 모르겠지만 핸드폰이 잘 안터지더라구요. 대신 와이파이는 엄청 잘터집니당ㅎ
144,호텔 다빈,10.0,전주국제영화제때 묵었는데 조용하고 깔끔하니 만족스러웠습니다
145,호텔 다빈,10.0,"위치가 우선 너무 좋습니다 한옥마을도 가깝고 야시장 다녀오기도 너무 좋았어요 1층에 편의점같은 마트가 있어서 간단한거 사기 좋았구요, 느린마을양조장도 너무 맛있는데 바로 다 숙소 1층이라 편했습니다. 시설도 깔끔하고 맘에들어요 냉장고가 약간 덜시원하긴했는데 그래도 크게 넣은거 없어서 괜찮았습니다"
146,호텔 다빈,8.0,가깝고 깨끗한 숙소옸어요. 한옥마을도 가깝고 대로변이라 접근성이 좋았습니자. 바로 옆에 비빔밥집도 있고 좋았어요
147,호텔 다빈,6.0,깨끗했지만 사진보다 작아서 아쉬웠음.
148,호텔 다빈,10.0,2살 10살 어린이와 동반여행이었습니다. 걸어갈 수 있는 거리에 볼 것들이 많았고 숙소 특히 침구도 깔끔해서 만족했습니다. 어린아기 침구를 가져갔으나 숙소 침구를 그냥 사용했습니다.(온돌룸) 조식도 간단하게 먹을 수 있었는데 아이들과 무난하게 즐길 수 있었고 다만 커피가 더 맛있었으면 하는 바람은 있습니다. 재방문의사 혹은 자다가 울 수 있는 아기를 동반한 여행객들에게 추천할 만 합니다.
149,호텔 다빈,10.0,"위치, 시설 모두 최고였어요 특히 룸컨디션 짱이었습니다 :) 담번에 또 들릴게요!!"
150,호텔 다빈,10.0,전주한옥 마을과 가깝고 새호텔이라 좋았어요 주차공간도 넓고 하루 잘 쉬고 왔네요
151,호텔 다빈,10.0,리모델링한지 얼마안되어서 시설이 무척 깨끗했습니다. 침구도 놀랄만큼 청결하구요. 무엇보다 욕실이 넓어 욕실이용이 쾌적했고 위치가 한옥마을 근처라 주변관광을하기 좋았고 주차가 편리했습니다.
152,호텔 다빈,8.0,온돌방 아이들 데리고 가기 깔끔하고 괜찮았습니다. 날이 더워 벌레가 좀 있는 것 빼고는. 야시장 걸어나가기 좋아서 야시장에서 음식 사 와서 호텔에서 편하게 먹었어요.
153,호텔 다빈,10.0,지은지 얼마 되지않아서 청결하고 깨끗함 한옥마을내에 있고 주변 먹거리와 볼거리에 인접하여 접근성이 좋음
154,호텔 다빈,10.0,한옥마을과가깝고 시설이 굉장히 신축이며 좋아요
155,호텔 다빈,10.0,한옥마을 근교이고 맛집들이 주변에 많아서 이동및 숙박에 최적화된호텔인것같습니다
156,호텔 다빈,4.0,"비지니스 호텔로 신축이라 깔끔하고 시설도 괜찮으나, 운영이 다소 미흡합니다. 외출 시 청소가 되어있지 않았으며, 1인 추가 요금을 지불했음에도 2박차에는 수건 등의 비품을 추가 지급하지 않았습니다."
157,호텔 다빈,10.0,위치가 너무 좋았고 깔끔한 호텔
158,호텔 다빈,10.0,도로변 자동차 소음 소리를 제외하고는 전체적으로 만족 합니다.
159,호텔 다빈,10.0,룸컨디션 좋습니다 다만 새로생긴곳이라 그런지 청소가 조금 미흡한게 털을 좀 봤어요; 나머지는 괜찮습니다
160,호텔 다빈,10.0,"new building and great room condition, good location to access everywhere"
161,호텔 다빈,6.0,새 건물이라 깨끗해요. 수건에서 살짝 냄새 났어요. 침대가 불편해서인지 자다가 몇 번 일어났어요.
162,호텔 다빈,8.0,근처 한옥숙소들과 비교하였을때 가격도 착하고 깨끗하고 좋습니다. 가족이라 온돌방사용하였는데 화장실도 넓고 사용하기 좋았습니다. 방이 너무 뜨거워서 밤에 좀 더웠어요...
163,호텔 다빈,10.0,한옥마을에서 가깝고 전통시장도 가까워 여로모로 편리했어요. 주차도 편했고 같은 건물에 았는 느린마을 분위기도 좋았어요
164,호텔 다빈,4.0,"하얀 침구류에 먼지가 많이 붙어 있었으며, 난방장치가 없어서 추웠어요."
165,호텔 다빈,10.0,숙고가 깨끗하고 신축건물이라 좋았습니다. 다만 옆방과의 방음이 잘 안되는 단점이 있습니다. 방음문제 말고는 퍼펙트한숙소였어요. 재방문의사 백퍼센트입니다.
166,왕의지밀,2.0,체크인이 다른곳에 비해서 늦고 방안에는 거미줄 있고 등등 가격에 비해 별로였어요 한옥이라 한번은 숙박할만 한데 또다시 가고싶지는 않고 다른 지인들에게 추천하고싶지도 않네요.
167,왕의지밀,10.0,"직원들이 무척 친절하고, 손님을 배려하는 마음이 느껴져서 불편함 없이 묵을 수 있었습니다. 다만, 칫솔까지는 몰라도 치약은 구비해 주셨으면 좋겠습니다^^"
168,왕의지밀,8.0,"시설은 깨끗하고 서비스도 좋은데, 외관에 비해 내부공간이 좁았어요. 가격대비 다소 비싸다는 느낌이 들었네요."
169,왕의지밀,10.0,They have great view over a stream. Very calm place and fragance of the wood would give you unique experience of Korean traditional housing style.
170,왕의지밀,2.0,방은 호텔이 아니고 모텔 수준입니다
171,왕의지밀,8.0,"가족 여행으로 묵었는데 깔끔하고 한적해서 좋았습니다. 코로나 방역 때문에 체크인 시간이 3시에서 4시로 한 시간 늦춰진 것은 좀 아쉬웠지만, 그 외에는 전체적으로 다 좋았습니다. 묵는 동안 비가 조금 내렸는데 주변 잔디밭과 건너편 산과 조화를 이뤄 운치 있었습니다. 한옥마을까지는 차로 5분 정도 거리입니다. 호텔 식당은 이용하지 않아 평가 여부를 말하긴 어렵습니다. 카페의 커피는 별로 맛이 없었어요. 체크인할 때 음료 할인권을 주지만 안 드시기를 권합니다."
172,왕의지밀,8.0,방음이잘안되어서 새벽에시끄러운소리때문에잠을못잤어요ㅠ
173,왕의지밀,4.0,외관만 예쁜 호텔입니다. 내부는 매우 좁고 모텔 수준입니다. 좁은 것은 문제가 되지 않으나 전체적인 시설이 가격에 비해 별로입니다. 방음이 전혀 되지 않아 윗 방에서 물을 사용할때마다 마치 옆에서 물을 틀어놓은 것처럼 크게 들려서 자다 깰 정도였어요. 침대도 매우 비좁고 딱딱해서 성인 둘이 자는데 굉장히 불편했습니다. 게다가 방에 들어오자마자 욕실에서 돈벌레가 나와서 기겁했습니다. 아무리 자연친화적 건물이라지만 벌레 나오는 곳에서 숙박하고 싶지 않네요.
174,왕의지밀,2.0,정말 다시는 가고 싶지 않은 시설입니다. 목요일 1박하는데 12만원 지불하고 이런 컬리티 시설은 아닌것 같습니다. 숙소 내부에 비치 되어 있는거는 거의 없다고 보시면 되고요.제일 끔찍한 것은 룸에 하수도 냄새가 무진장 심하다는 것인데. 어케 손님들을 받고 있는지 알수가 없는 숙소 입니다.정말 실망스러운 곳입니다.
175,왕의지밀,2.0,가격대비 만족도가 떨어지는 별로안좋은 숙소. 객실 입실도 다른곳과 달리 오후 4시이후에나 가능하기때문에 불편했고 묵었던 2층객실도 밖에서 산책하는 사람들과 눈이 마추치는일이 종종발생. 어메니티도 일반모텔보다 좋다고 할수없을정도임. 아침조식은 동남아여행때의 조식수준인듯. 객실에는 성경책과 교회관련책들만다수 진열해놓음. 무슨 종교시시설같이 음식점문앞에도 태극문양을 새겨넣어 종교적 색채가 짙게묻어남. 주위에 걸어서 이용할만한 음식점들도 없어서 무척이나불편했슴 세금포함 22만원과 조식비 2만원등 두사람 합 24만원짜리 숙소라고 보기에는 무리인듯~ 재방문은 절대사얌함.
176,왕의지밀,6.0,내부 좀 신경씁시다. 어떻게하면 싸게할까 수십번 고민한 인테리어인데 숙박 가격은 4성급.
177,왕의지밀,10.0,넘 좋았어요~ 심지어 노모모시고갔더니 좋은방도 업해주시고 심지어 조식 너무 근사하고 좋아요~
178,왕의지밀,6.0,"전체 조경은 예쁩니다. 한옥마을 까지 2.7km 차로 10분정도 걸리고요. 다만, 스텐다드 룸 객실이 너무 좁더군요. 사진에서 보여주는 크기라 생각하면 안됩니다. 조금 큰방 업그레이드시 5만정도 추가되는것 같더군요. 다음날 한옥마을 건너편 N 브릿지호텔 욕조있는방 업그레이드해서 예약했는데 한 6000원 더 주고 숙박했습니다. 가격대비 만족 했었습니다."
179,왕의지밀,10.0,고즈넉한 저녁시간을 보낼수있는곳입니다 어린아이들도 어른들도 좋은시간 보낼수있는 즐길거리들이 소소하게 준비되어있고 룸컨디션이나 전체적인것들이 마음에들어요 아쉬운건 바디타월이 없다는점입니다
180,왕의지밀,10.0,좋은 위치와 조용함
181,왕의지밀,10.0,아늑하고 따뜻하고 좋았어요~
182,왕의지밀,8.0,눈 왔을때 이었으니 정말 더 아름다운 한옥 호텔 보게 되었어요.호텔은 따뜻하고 깨끗했어요. 밤에 조용해서 잠도 잘 자고 왔어요. 만족 했습니다.
183,왕의지밀,2.0,일류호텔 가격에 싸구려 모텔에서 지낸느낌 수건도 큰수건은 아예없고 치솔 구비 안되있고 뒷받침 없는 의자는 너무 불편하고 짐정리할 탁자나 옷장도 하나 없고 아니 왜케 비싸게 받는건지? 한옥마을도 걸어서는 갈수 없는거리 겉모양만 화려 전혀 감동 없는 돈 아까운 호텔이 아닌 숙소
184,왕의지밀,10.0,산책로가 정말 좋았어요! 산책로 중간중간 깨알 같은 소품들도 너무 재밌고 호텔 풍경에 잘 어울렸어요~
185,왕의지밀,8.0,"깨끗하고 정갈했습니다. 단지, 저녁 시간때 숙소에서 시내로 가는 택시가 잘없네요. 조금 아쉬웠습니다"
186,왕의지밀,6.0,샴푸 린스 바디샴푸 비누 밖에없어 많이 불편했습니다. 샤워실은 사용한 다음날 곰팡이냄새? 같은 안 좋은 냄새가 많이 나서 찝찝했어요...
187,왕의지밀,2.0,카운터는 호텔같지만 숙소 자체는 모텔같다. 모든 객실에 침대를 구성하는 것은 불편한점이 많다. 온돌방 개념으로 운영하는 것도 추가해야 한다.
188,왕의지밀,4.0,비용에 비해 평범한 모텔 수준이었습니다 다시 가고 싶지 않습니다
189,왕의지밀,10.0,밤에 특히 너무 예뻐서 좋았습니다 살짝 비가 왔는데 한옥이라 빗소리도 예쁘게 들려서 운치있어서 더 좋았어요 ASMR이 따로 없었네요 외국인 친구와 함께 갔는데 너무 좋아하더라구요 다시 한 번 감사합니다 다만 침대쪽 벽지를... 차라리 아무 것도 없는 걸로 하면 더 예쁠 것 같아요... 그리고 뒤뜰에 예쁜 강아지들이 매여있는데 ㅠㅠㅠ 추워보이고 침울해 보여서 마음이 아팠습니다 ㅠㅠㅠ 잘 관리해주시는 거... 맞죠? ㅠㅠㅠ
190,왕의지밀,4.0,한줄로 늘어선 태종관에서 선조였나..머 그 한줄 사진 속 경관이 다임 시설은 그냥 평범. 티비 하나만 일반 숙소에 비해 큼 방은 매우 건조하고 더웠으나 1층 창문에 방충망 없어서 열지도 못함. 창밖 배경은 좋으나 동네 마실나오신 분들이 지나가며 보이기도 하여 커텐치고 있었음 식당 중 한곳은 식자재 다 떨어졌다고 9시에 들어가지도 못함 또 한곳에서 다행히 비빔밥과 설렁탕인가를 먹었는데 깔끔하고 정갈하게 잘 나오고 맛도 있었음 단 이 금액내고 굳이 여기까지 올 맘은 없음
191,왕의지밀,8.0,"주변 환경이 좋았습니다. 아이와 갔는데. 침대 가드가 없어서 잠자는 내내 걱정되고 신경이 많이 쓰였습니다. 아이와 바닥에서 자기 위해 침구 추가를 요청했는데,, 그런 서비스는 이용이 안되었네요.."
192,왕의지밀,8.0,"지역에 비해서는 비싸지만, 시설 및 풍경은 양호합니다"
193,왕의지밀,10.0,산새소리 풀내음❤️ 깨끗하고 쾌적한 침구류 중심지에서 점 딸어져있긴하지만 크게 불편함이 없음
194,왕의지밀,4.0,야경 말고는 볼 게 없는 곳입니다. 방 크기도 가격에 비해 작고 전반적으로 모텔 수준입니다. 조식은 인당 1만원인데 5천원도 아깝습니다.
195,왕의지밀,8.0,"가족끼리 여행오면 숙박하기에 좋은 곳입니다 주변 조용하고 관광지와 가깝고 좋습니다 다만 1회용품이 전혀 없어(칫솔,치약,빗등....) 조금 불편하점이 있고 한옥이라는 특성때문인지 숙소 구석에 자그마한 벌레들이 있습니다 이러한 점 빼고는 만족합니다"
196,왕의지밀,10.0,편안하게 잘 쉬다 왔습니다. 다음에도 전주 간다면 왕의지밀 갈거에요
197,왕의지밀,10.0,친절하고 깨끗해 좋았습니다
198,왕의지밀,10.0,각 객실이 왕의 테마라 특이했고 주변에 자연의 소리가 잘 들려서 힐링이되었습니다. 건식 화장실도 좋습니다
