,호텔이름,평점,후기
124,그린라군 호텔 인 설악,8.0,"It is a new hotel that was finished I think in 2018. The hotel has a spa attached and it is very close (5min drive) to the entrance of Seorak National Park , one of the most popular national parks in South Korea. There is a small town close to the hotel with a couple of restaurants and a couple of convenience stores; so it's quite isolated. But there is a nice spa in the hotel that is popular with families (lots of kids during the day). The spa water is supposed to be coming from the mountain. The one thing I really didn't like about the hotel is how the important sections of the hotel are laid out. The front desk is on the second floor a good walk away from the lobby/breakfast restaurant. The front desk is hard to find and doesn't have a big entrance leading to it like most hotels. The breakfast was pretty basic nothing spectacular. But since it's new, has a spa, is priced well (at least at time of writing) and close to the park, I liked it a lot. It's for people who want to get away from the city and stay in the hotel or park not city seekers."
125,그린라군 호텔 인 설악,8.0,"Im Großen und Ganzen waren wir zufrieden. Die Zimmer entsprechen den Bildern bei Hotels.com. Das Zimmer war groß und sauber. Das Bett war bequem. Die Badewanne war gigantisch :) Das Personal war sehr höflich. Es gab genügend Parkplätze. Leider gab es kein Frühstück, das gab es wohl nur am Wochenende. (Wir waren in der Nebensaison da (Anfang Juni). Daher hatten wir uns im hoteleigenen Supermarkt abends was gekauft (von daher eigentlich kein Problem). Ansonsten liegt das Hotel sehr nah zum Nationalpark, was ein Vorteil ist und deshalb hatten wir uns auch für dieses Hotel entschieden. Für Restaurants muss man aber ein wenig gehen oder fahren. Wir würden wiederkommen."
126,그린라군 호텔 인 설악,10.0,
127,그린라군 호텔 인 설악,8.0,
128,그린라군 호텔 인 설악,10.0,
129,그린라군 호텔 인 설악,8.0,
130,그린라군 호텔 인 설악,10.0,
131,그린라군 호텔 인 설악,10.0,
132,그린라군 호텔 인 설악,10.0,
133,그린라군 호텔 인 설악,8.0,
134,그린라군 호텔 인 설악,10.0,
135,그린라군 호텔 인 설악,10.0,
136,그린라군 호텔 인 설악,10.0,
137,그린라군 호텔 인 설악,10.0,
138,그린라군 호텔 인 설악,2.0,
139,그린라군 호텔 인 설악,8.0,
140,롯데리조트속초,8.0,위치및 바다 정면뷰는 가히 최고다~
141,롯데리조트속초,8.0,"침구류, 뷰, 룸 컨디션 다 좋은데 단 한가지 화장실 청소 상태가 별로였어요 화장실 바닥, 문 뒤, 벽, 욕조에 머리카락이 붙어있어서 컴플레인 하려다 그냥 썼어요.. 그거빼고는 다 좋았어요~"
142,롯데리조트속초,10.0,오션뷰가 잘 보이게 호텔에서 묵었는데 넓은바다가 한눈에 보입니다 정말 좋았습니다
143,롯데리조트속초,10.0,투숙객이 많고 체크아웃시간이 11시라 1박동안 머문 시간이 짧지만 호텔 전반적인 시설은 깔끔하였습니다. 호텔에 룸이 넓어서 콘도 같은 느낌이였습니다. 미니바안에 음료는 무료라네요.
144,롯데리조트속초,10.0,바다가 옆에 아름답운 경치를 자랑하는 롯데리조트
145,롯데리조트속초,10.0,"깔끔하고 위치가 좋아 산책하기도 좋고, 걸어갈수 있는 곳도 많아 좋았어요!"
146,롯데리조트속초,8.0,무난하게 깨끗했지만 로비나 복도 에 있는 소파들은 깨끗하지않아 앉기에 찜찜했다.코로나사태라 더더욱… 전체적으로 썰렁한 느낌
147,롯데리조트속초,8.0,좋아요~
148,롯데리조트속초,8.0,숙소는 연식이 오래되지 않아 깨끗하고 시설도 대체적으로 좋았습니다. 다만 호텔 내 워터파크 탈의실 바닥이 너무 차가웠고 1살 아기 수영복을 갈아입힐만한 곳이 마땅치 않아 너무 불편했네요. 아기 관련 용품은 사전에 대여 신청이 가능해서 그 점은 편리했습니다. 세탁서비스 이용도 친절히 응대해주셔서 감사했습니다. 체크인 시간은 3시라서 다소 늦은감이 있지 않나 싶습니다.
149,롯데리조트속초,10.0,"새 시설이어서 매우 깨끗합니다. 저는 고속버스터미널로 속초에 왔는데 걸어갈 정도 거리는 아니지만 택시타고 5분 내외 거리면서 주위에 조용히 산책하거나 해변과도 가깝고 설악산 국립공원, 낙산사도 차로 이동하기에는 좋습니다"
150,롯데리조트속초,8.0,"두번째 방문이예요. 4살 아이 데리고 가족여행 왔는데 여전히 너무 좋았어요 뒤에 바닷길 산책로도, 이번에 처음가본 워터파크도 좋았습니다 아이가 너무 좋아했어요~ 다만 저녁부페는 약간 퀄리티가 떨어져요. 이부분만 업그레이드 되면 더욱 좋을 듯 합니다"
151,롯데리조트속초,10.0,젤 깨끗하고 주변환경도좋구 덕분에 아주 즐건 여행이였습니다
152,롯데리조트속초,10.0,쾌적하고 리조트안에 편의시설도 충분해서 좋습니다 워터파크는 좀 작은 느낌이 있지만 애들놀기는 좋습니다 걸어내려가 외옹치항에서 회나 물회 사다가 먹으니 좋네요
153,롯데리조트속초,8.0,오픈한지 오래되지 않은 곳이라 전체적으로 깔끔합니다. 방들이 다 바닷가가 보이게 배치되어 있어서 뷰도 좋은데 아쉽게도 여행기간 내내 비가 많이 와서 푸른 바다를 보지 못했네요. 날씨만 좋으면 먹거리가 걸어서 갈 수 있는 곳에 있으니 위치도 좋습니다. 위생상태는 대체적으로 나쁘지 않은데 침대옆에 이쑤시개가 떨어져 있어서 살짝 맘이 상했습니다. 그 외에는 조용하고 깔끔해서 좋은 날씨에 다시 가고 싶습니다.
154,롯데리조트속초,8.0,"호텔은 전반적으로 깨끗하고, 바닷가에 위치해서 전망이 좋음. 콘도가 있는 리조트 형태이며, 호텔 내에 식당이 별로 없음. 친절한 직원들도 있었지만, 소통이 어려운 직원들도 있어서, 호텔에서 전문적인 응대를 위한 직원 교육을 보충하면 좋을 것."
155,롯데리조트속초,10.0,
156,롯데리조트속초,10.0,가족 여행에 아주 좋습니다.
157,롯데리조트속초,6.0,숙박객에 대한 메리트가 별로없어요. 특히 물놀이시설은
158,롯데리조트속초,10.0,가격은 비싸지만 청결. 서비스. 주변 환경 등 만족스러운 숙박이었다. 오션뷰가 매우 좋다.
159,롯데리조트속초,10.0,숙소는 매우 깨끗함. 1층 레스토랑은 심각하게 더러움. 음식 쟁반에 알수없는 먼지로 가득한채로 음식 나옴. 이런 쟁반에 식기류를 닿게한다는게 너무 불쾌하였음. 너무 밥맛떨어지고 더러웠음 호텔 식당이라는게 믿기지않음. 위생관념0인 서빙직원
160,롯데리조트속초,10.0,"막달에 태교여행다녀왔습니다. 우연치 않게 찾아서 갔는데, 리조트내에서만 놀아도 문제가 없을 정도로 너무너무 좋았습니다. 객실 등 시설도 깨끗하고 항상 청소도 열심히 하시는것 같더라구요. 체크인 시간 전에 도착해서 워터파크에서 시간도 훌륭했습니다."
161,롯데리조트속초,8.0,"화장실 배수구가 막히는 경우가 종종 있는지, 물이 역류한다니 바로 와서 고치고 갔어요~ 구조적인 문제가 있는것 같지만 직원들이 친절하고 신속하게 처리해 주었습니다"
162,롯데리조트속초,8.0,주변 경관 호텔 응대서비스 훌륭하고 룸컨디션 깔끔하게 잘 정돈되어있어 잘 쉬었습니다 다만 방에 비치된 컵의 입이 닿는 부분이 보라빛으로 착색되어 사용하긴 꺼려지더라구요 립스틱 묻은줄 알았네요
163,롯데리조트속초,10.0,체크인 대기번호가 금방 빠져서 세시 이전에 체크인할수 있었던 점이 기억에 남네요
164,롯데리조트속초,8.0,"오션뷰에 안락함 좋았습니다. 단 샤워타올이 비치가 안돼있고, 일반 타올도 추가하려면 모두 다 비용추가네요. 일반타올은 추가시 1,000원 샤워타올은 2,000원인가 3,000원이였어요."
165,롯데리조트속초,10.0,청결 좋고 시설 좋으나 한가지 에어컨에 인색함..애매한 계절이긴 했지만 로비가 너무 더웠음 다른건 너무 좋음
166,롯데리조트속초,10.0,"넓고 룸 컨디션도 좋았습니다. 발코니에서 보는 동해바다 파도소리는 더욱 기분이 좋은 기억으로 남아요. 리조트에서 바로 갈수있는 바다향기로 산책길도 아주 편리했어요. 지하에 엔제리너스 커피숍,롯데리아 등등 편의 시설 다 있어 이용했습니다. 워터파크는 이용을 하지 않아 패스 합니다."
167,롯데리조트속초,10.0,전체적으로 깨끗하고 친철하고 좋았어요~
168,롯데리조트속초,10.0,"전체적으로 좋습니다. 숙소 및 편의시설 좋구요. 침대도 좋고 욕조 있는 화장실 좋습니다. 단, 아침 조식은 생각만큼 좋지 않네요. ^^;"
169,롯데리조트속초,8.0,방이 남는게없어서 어쩔수없이 디럭스로갔지만 쾌적하고 넓고 만족했습니다^^
170,롯데리조트속초,10.0,아주 만족한 숙소였습니다
171,롯데리조트속초,10.0,
172,롯데리조트속초,10.0,훌륭해요 가격의 가치가 있어요^^
173,롯데리조트속초,8.0,지은지 얼마 안되서 시설을 깨끗했지만 서비스는 다소 롯데 호텔 가격만큼 제공하지는 않으시더라고요. 우선 프론트 전화 빨리 안 받으시고 와인잔이 룸 안에 배치 안되어있어 가져달라니깐 1시간동안 안가져다 주셔서 또 전화해서 20분 뒤 받았습니다. 서비스는 돈에 비해 최악이고 콘도랑 같이있어서 호텔로 갔지만 그닥... 그냥 리조트라고 보시면 되겠습니다. 다음에 간다면 호텔말고 콘도로 싸게 갈듯
174,롯데리조트속초,8.0,
175,롯데리조트속초,10.0,룸컨디션 뷰 다 좋음
176,롯데리조트속초,10.0,가족여행으로 왔습니다. 아이들을 위한 워터파크가 좋네요.
177,롯데리조트속초,10.0,"아주 깨끗하고 지은지 얼마 안되서 깔끔해서 좋았어요 위치도 좋고 주변 환경도 잘 꾸며놓았구요 다만, 체크인시 사람이 몰려 시간이 다소 지연되는 아쉬움은 있네요"
178,롯데리조트속초,10.0,"완벽한 일정이였습니다. 호텔의 이벤트가 있으면, 애들이 더 즐거워 할 수 있을것 같습니다. 물론 코로나때문에 주의 해야 겠지만요."
179,롯데리조트속초,10.0,위치가 정말 대박이고. 방도 커서 답답하지 않았어요. 바닥도 카펫이 아니라서 더 청결하고 좋아요.
180,롯데리조트속초,8.0,
181,롯데리조트속초,10.0,"정말 호캉스로 최고의 선택!! 전에도 가족여행으로 다녀왔는데. 익스피디아 통해 두번째 다녀옵니다. 가족들 다 좋아하고. 저도 정말 힐링하고 왔습니다. 롯데리조트에서 이어지는 산책길과 해변 정말 좋습니다. 롯데리조트 실내 자체도 좋고, 워터파크 이용도 편합니다."
182,롯데리조트속초,6.0,"숙소 위치며 오션뷰 모두 맘에 들었지만 마치 수영장이 리조트의 일부인것 처럼 소개하지만 숙박객 한해서 오픈된 것도 아니고, 4가족 입장료/선배드/수건까지 금액을 지불하는 거면 수영장이용이 포함된 다른 호텔과 가격 메리트가 크게 있어보이지 않습니다."
183,롯데리조트속초,10.0,좋습니다.
184,롯데리조트속초,10.0,숙소 컨디션 좋았고 룸도 깨끗하고 워터파크 좋았어요 ^^
185,롯데리조트속초,8.0,깨끗하고 뷰가 좋았습니다 화장실도 넓고 깨끗했으나 환기가 잘 안되는 것을 느꼈습니다. 전체적으로 만족하여 다음에 다시 이용할 생각 입니다.
186,롯데리조트속초,10.0,깨끗하고 쾌적하고 침구 편하고 뷰 맛집!
187,롯데리조트속초,10.0,좋은 위치에 좋은 시설로 최고 ~
188,롯데리조트속초,10.0,체류기간 내내 아내와 편안하게 지냈습니다.
189,롯데리조트속초,10.0,깨끗하고 상쾌.
190,켄싱턴 호텔 설악,6.0,"창박으로 보이는 뷰가 환상적인 곳이에요. 앤틱한 분위기와 친절한 직원분들 덕에 좋은 숙박 했습니다. 다만 노후된 시설(에어컨, 카페트바닥, 벽지 찢김, 화장실 환풍기 등)은 개선이 필요해보여요!"
191,켄싱턴 호텔 설악,10.0,"7층 권금성뷰에 머물렀어요.설악산쪽으로! 창밖이 너무 아름답고 창문을 열수있어서 너무좋았어요. 직원분들도 친절하세요. 삼겹살집에 가고싶어서 프론트에 근무중인 직원분께 추천장소 여쭤봤는데 너무친절하게 알려주셨어요. 부영고깃집으로 가서 맛나게먹었어요. 시내로가려면 청초호근처로 가면 맛집이 다있어요.저녁산책도 좋구요.택시비가 편도 만원넘지만... 설악산에 이렇게 가까운호텔은 하나에요.조금낡았어도 직원들의 수집과 헌신,노력에 놀라워요. 담에부모님과 또갈게요. 또가고싶어요.ㅠ"
192,켄싱턴 호텔 설악,6.0,2박3일 숙박. 첫날 조금 늦게 숙박하여 501호 배정받았으나 룸 내부 곰팡이 냄새가 조금 났음 패밀리 룸이나 발코니 없음 둘째날 512호로 변경하였으며 발코니 있고 상태 좋았음 아침에 침대에서 보는 발코니 뷰가 환상적임. 조식은 종류는 많지않으나 하나하나 맛있음 방은 깨끗하나 오래된 흔적이 있고 수압은 적당한 편이 어메니티 좋음(구매의사 생길정도) 첫날은 별점 10점만점에 3점 둘째날은 별점 10점만점이 8점..
193,켄싱턴 호텔 설악,8.0,클래식한 점은 좋지만 오래된 호텔이라 방 상태는 좋지 못합니다. 업그레드 해줘 잘 잤습니다.
194,켄싱턴 호텔 설악,10.0,
195,켄싱턴 호텔 설악,8.0,"비가 왔지만 설악산 풍경이 너무 훌륭했고, 조식도 맛있었습니다. 직원분들 친절하셨구요. 오래된 호텔이라 방에서 냄새나는 점이 아쉬웠지만 만족한 여행이었습니다."
196,켄싱턴 호텔 설악,10.0,가족여행하고 설악산등반과 속초 대포항에서 맛있는 회먹기편하고 바닷가도 가깝고 만족합니다~~
197,켄싱턴 호텔 설악,6.0,"킹룸이었는데, 트윈룸의 배드를 붙여놓은 형태였음. 크게 불편할까 싶었는데, 가운데의 간격이 생각보다 많이 느껴지고, 각각의 배드도 가운데쪽으로 기울어져서 한명 한명 떨어져 누워도, 가운데로 누워도 불편한 형태였음. 호텔이 오래되서 그런지, 장마철이라 그런지 꿉꿉한 느낌이 있음. 하지만 호텔 전경이 너무 좋아서 만족함."
